Timestamp,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftVelX,LeftVelY,LeftVelZ,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightRotW,RightVelX,RightVelY,RightVelZ
25.59418,-0.246106,1.055827,0.4528278,-0.1115348,-0.02390036,-0.9727737,0.2017432,-0.5988817,-0.1888849,-0.4055788,0.7758997,1.00176,-0.04123531,0.5046862,0.1630594,0.8061879,0.2622305,0.09565228,-0.3417044,-0.8114555
25.70663,-0.2665839,1.033239,0.3953665,-0.1217346,-0.01927417,-0.9659401,0.2275279,-0.1806541,-0.2062043,-0.5094714,0.751893,0.9716681,-0.09691796,0.5396562,0.1315359,0.781864,0.2831223,-0.2097465,-0.3039992,-0.498881
25.81787,-0.2618568,1.001063,0.3299012,-0.1351432,0.001709603,-0.9604492,0.2434557,0.05347092,-0.3235994,-0.5792831,0.7126331,0.9464933,-0.1270918,0.5519741,0.09809652,0.7680005,0.3096405,-0.3624138,-0.2744487,-0.2652166
25.92847,-0.2487439,0.9619275,0.2630443,-0.1286957,0.03792398,-0.9526647,0.2728174,0.1038482,-0.3823759,-0.600762,0.6668022,0.9254351,-0.1462771,0.561291,0.06554031,0.7556294,0.3311816,-0.411952,-0.2283816,-0.1850168
26.03928,-0.224877,0.9238526,0.1936871,-0.1415313,0.114977,-0.9430076,0.278363,0.2549684,-0.3873856,-0.6347766,0.6241866,0.9132463,-0.1522116,0.5505324,0.02882738,0.7567821,0.3512321,-0.3824334,-0.1295501,-0.04264472
26.14974,-0.1704897,0.9015552,0.12075,-0.2234677,0.2389147,-0.8837943,0.3344992,0.5953343,-0.2263747,-0.7323734,0.5891463,0.9096859,-0.1441855,0.5167496,0.006046593,0.7747059,0.3643683,-0.336412,-0.04429485,0.09956869
27.09802,0.4308202,1.065321,0.3134581,-0.545919,0.1159911,-0.8065114,0.1950848,-0.16878,0.1647751,0.64499,0.6249359,1.057347,0.1423579,0.323382,0.1578013,0.8974472,0.2551692,0.9701967,0.179335,-0.2853957
27.21118,0.3414488,1.085955,0.4035232,-0.4688009,0.06621227,-0.8501319,0.2304724,-0.8903841,0.1901317,0.90523,0.7041725,1.064867,0.07306462,0.4194379,0.2020728,0.8427438,0.2702251,0.7712796,0.04798001,-0.7352433
27.32463,0.1937539,1.088647,0.4826476,-0.341794,0.0296597,-0.9125272,0.2226914,-1.420162,0.01968087,0.751343,0.7588156,1.058092,-0.02358529,0.5212412,0.2041872,0.7924765,0.2420669,0.5056111,-0.09239017,-0.9609454
27.43865,0.03417158,1.076573,0.510111,-0.2437102,0.01266429,-0.931723,0.2689561,-1.367508,-0.1219759,0.2379988,0.7760057,1.047323,-0.1277947,0.6108266,0.2066236,0.7241588,0.2445234,0.1424755,-0.1208454,-0.928127
27.55193,-0.07367094,1.05844,0.4812634,-0.2020697,0.005244181,-0.9339355,0.2947966,-1.013739,-0.1440386,-0.2135231,0.7539121,1.036175,-0.2055676,0.6615737,0.1911727,0.6768986,0.2599649,-0.1637799,-0.1299014,-0.7301823
27.66515,-0.1343159,1.033305,0.4148839,-0.1961049,0.01673916,-0.9318171,0.3049257,-0.5354471,-0.2234156,-0.5625962,0.7127216,1.028115,-0.2527097,0.6778538,0.1806419,0.6576824,0.2744751,-0.3529828,-0.0987489,-0.427283
27.77808,-0.1600114,1.004992,0.3318135,-0.2109327,0.03466198,-0.9239802,0.3171225,-0.205144,-0.2473138,-0.7336025,0.666451,1.019074,-0.2770957,0.6626478,0.1819615,0.6672112,0.2874322,-0.4018069,-0.08919382,-0.2144396
27.8907,-0.1697374,0.9667296,0.2461382,-0.2044715,0.09581079,-0.9228374,0.3120624,-0.08607924,-0.3729855,-0.756251,0.610105,1.001126,-0.3011217,0.6628472,0.1614399,0.6537098,0.3274667,-0.5129526,-0.1834403,-0.2048912
28.00331,-0.1670762,0.9463468,0.1702195,-0.2102997,0.1519893,-0.9173418,0.3019231,0.03379181,-0.1762965,-0.6624367,0.5475922,0.9950136,-0.3219025,0.6656303,0.1376383,0.6460785,0.3472383,-0.5437252,-0.05483069,-0.1862354
28.11636,-0.1386715,0.9390434,0.09371743,-0.2578841,0.236879,-0.8669834,0.3545758,0.3153543,-0.09368809,-0.7333495,0.4789528,1.000969,-0.3248499,0.63332,0.1219997,0.6803837,0.347994,-0.6318551,0.05656265,0.04455692
28.22992,-0.09125835,0.9366163,0.009766299,-0.3686721,0.3592168,-0.772735,0.3713824,0.4799112,-0.02243285,-0.8770508,0.394044,0.9923959,-0.3036848,0.5197299,0.03879872,0.7477121,0.4114635,-0.8420932,-0.1258135,0.3160804
29.13165,0.4297705,1.071506,0.3040062,-0.5103842,0.1054475,-0.8031486,0.2886892,0.03859042,0.02036925,0.3865572,0.5812657,1.078424,0.1865136,0.2216368,0.1594484,0.9278767,0.253965,0.713045,0.1383072,-0.1300184
29.24575,0.3751088,1.085479,0.3682814,-0.4292488,0.07413865,-0.8504969,0.2947951,-0.5820982,0.1353355,0.6434916,0.6530627,1.084416,0.1294674,0.33749,0.1819628,0.8888509,0.250867,0.717266,0.03853501,-0.6225091
29.35981,0.2510201,1.094092,0.4426194,-0.3335728,0.03059584,-0.8964988,0.2899706,-1.104193,0.04097786,0.6424536,0.7088137,1.088956,0.01809565,0.4766659,0.2028193,0.816752,0.2541067,0.491605,0.007657205,-0.9909256
29.47154,0.1220942,1.086874,0.4707469,-0.258113,0.0192081,-0.9170534,0.3033513,-1.210996,-0.08119701,0.2947655,0.7272804,1.086736,-0.1078453,0.596351,0.20141,0.7399914,0.2370915,0.1778606,-0.05662743,-1.233657
29.58662,0.01647251,1.078023,0.4569598,-0.2309383,0.01085366,-0.9165298,0.3263786,-0.9709225,-0.08144937,-0.1077529,0.7087563,1.080657,-0.2200171,0.6551006,0.2131393,0.6743077,0.26594,-0.1480955,-0.09175333,-1.096036
29.69957,-0.0588984,1.066463,0.4132985,-0.219316,0.001451194,-0.9212763,0.3211673,-0.6730739,-0.1168549,-0.3860501,0.6633869,1.068333,-0.3066488,0.6970976,0.2191671,0.6145694,0.2971957,-0.4062816,-0.1586996,-0.8135213
29.81186,-0.09334012,1.05243,0.3462951,-0.2385147,0.007664695,-0.9103147,0.3381998,-0.2853062,-0.123746,-0.5994711,0.6096551,1.050176,-0.3592767,0.7104641,0.2212502,0.5874118,0.3181771,-0.4794347,-0.1952587,-0.4889764
29.92672,-0.1013407,1.021884,0.2621377,-0.2665009,0.06535792,-0.8998503,0.3390801,-0.0247975,-0.3313594,-0.7734689,0.5462891,1.027726,-0.3811363,0.704722,0.2006026,0.5811507,0.3541037,-0.5556113,-0.2199962,-0.1517414
30.04034,-0.08832847,0.9842406,0.1626413,-0.3304141,0.1824079,-0.8647097,0.3314077,0.1878788,-0.3954638,-0.9577633,0.4739247,1.00423,-0.3736424,0.6579362,0.1466385,0.620985,0.3999937,-0.6540392,-0.2218393,0.1479349
30.15306,-0.05062193,0.9601102,0.04565556,-0.470505,0.3723283,-0.7111685,0.3663827,0.3638578,-0.202137,-1.192571,0.3758153,0.9845321,-0.3247916,0.5168399,-0.01015653,0.7073179,0.4821565,-0.9206154,-0.1909858,0.5659239
32.34465,0.7072945,1.459962,0.3756923,-0.7502416,0.281323,-0.5896972,0.101253,0.02926865,0.2544497,0.6300616,0.7635963,1.413556,-0.03111855,0.6683542,0.3048073,0.608435,0.3003369,-0.1376245,-0.06956356,-0.9819288
32.4614,0.6691567,1.452247,0.4593169,-0.748666,0.2862658,-0.5775403,0.1549143,-0.3214184,-0.02106928,0.7373605,0.6963128,1.398353,-0.1212581,0.7178442,0.3395282,0.5261878,0.304215,-0.6190945,-0.1689095,-0.840948
32.5772,0.5981488,1.420264,0.5498688,-0.7331607,0.2913528,-0.591865,0.1651812,-0.5636882,-0.2579051,0.7345864,0.6005819,1.375054,-0.2062834,0.7686781,0.3515782,0.4410761,0.301627,-0.8144468,-0.2367492,-0.72792
32.67752,0.5317155,1.391065,0.6014397,-0.7097074,0.3156997,-0.5963479,0.2025299,-0.6619614,-0.2854497,0.5637368,0.5157164,1.344549,-0.2514166,0.7965015,0.3732001,0.3697646,0.2993014,-0.9174798,-0.3601981,-0.5294008
32.79173,0.4505038,1.351718,0.6356621,-0.6631488,0.3471644,-0.6130189,0.2528213,-0.7039392,-0.3610302,0.3367419,0.4103304,1.288458,-0.2672865,0.8140687,0.3915894,0.279082,0.3256733,-0.9956311,-0.5501888,-0.175221
32.89191,0.3909428,1.306419,0.6425552,-0.6120677,0.3887489,-0.6289135,0.2805623,-0.6046292,-0.4841648,0.1069081,0.3222775,1.222761,-0.2501132,0.8216549,0.390555,0.1848123,0.3717453,-0.9674956,-0.7434657,0.1608778
33.00743,0.3340189,1.232314,0.6125555,-0.5262905,0.4926147,-0.6249575,0.2996287,-0.4574552,-0.6543416,-0.2651318,0.2315738,1.135207,-0.1878725,0.8234727,0.3571019,0.04154512,0.4389135,-0.8051285,-0.7925533,0.5562234
33.12326,0.300066,1.170351,0.5453672,-0.4692915,0.6104223,-0.588651,0.2462523,-0.3565107,-0.5947464,-0.6732529,0.2000515,1.079959,-0.1000874,0.8056281,0.2508878,0.002374589,0.5366687,-0.3502191,-0.5292448,0.8726522
34.12945,0.6417038,1.520193,0.6425239,-0.6458877,0.1853842,-0.6995093,0.2432049,-0.07361773,0.09647021,0.5065462,0.7585307,1.506715,0.4250703,0.3824525,0.2745308,0.8093107,0.3512538,0.4699098,0.08898674,-0.333333
34.24325,0.598909,1.527831,0.7064906,-0.6263565,0.1415392,-0.7235466,0.2532285,-0.4178085,0.09275067,0.6309392,0.8099453,1.498917,0.3297931,0.4716488,0.3022082,0.7580688,0.3339903,0.4994214,-0.09098556,-0.9722717
34.35769,0.5262268,1.521283,0.7791721,-0.5605059,0.1310217,-0.7750303,0.2607579,-0.6732222,-0.07526381,0.7126924,0.8374932,1.475134,0.209757,0.5544649,0.3134639,0.7042993,0.3134831,0.236151,-0.2302793,-1.138361
34.47056,0.4362147,1.497486,0.8286066,-0.5155741,0.1335709,-0.8084716,0.2504315,-0.7357985,-0.2189626,0.4240705,0.8336915,1.437576,0.08081657,0.6038236,0.3440694,0.6432873,0.3212397,-0.03858083,-0.3415408,-1.112512
34.58466,0.3539921,1.476144,0.8532092,-0.4849446,0.1394482,-0.8167849,0.2797239,-0.7539645,-0.1920815,0.2847979,0.793918,1.386857,-0.02171078,0.6577324,0.328389,0.6006842,0.3142093,-0.3525059,-0.4805099,-0.9853786
34.69778,0.2631963,1.450661,0.8708916,-0.4262479,0.1241019,-0.842995,0.3037613,-0.847869,-0.2318374,0.2022685,0.7283081,1.345192,-0.1045907,0.6918621,0.341848,0.5429683,0.3311379,-0.5990011,-0.4049244,-0.8055356
34.81047,0.171136,1.410718,0.8583258,-0.3644357,0.131207,-0.8682858,0.3099215,-0.8581729,-0.3775608,-0.07971257,0.6431987,1.298878,-0.1669932,0.7277601,0.33379,0.4846705,0.352199,-0.7792352,-0.4584835,-0.605935
34.92347,0.1054271,1.346637,0.8115985,-0.3092043,0.163996,-0.8607948,0.3695002,-0.5891663,-0.644525,-0.4064705,0.5559142,1.258851,-0.1948051,0.7521295,0.3329755,0.4291954,0.373122,-0.7938715,-0.4002227,-0.2533919
35.03756,0.08367119,1.266318,0.7522642,-0.2416117,0.224463,-0.841547,0.4278305,-0.1738654,-0.736726,-0.5372614,0.4793823,1.220399,-0.1914165,0.7762098,0.3523198,0.3188246,0.4143912,-0.7489135,-0.423129,0.003494889
35.15097,0.1119344,1.191853,0.6851349,-0.2193321,0.3098593,-0.8128573,0.4417506,0.2975475,-0.7455369,-0.6712338,0.4052258,1.172302,-0.1504668,0.8137509,0.2744157,0.1678712,0.484071,-0.7858109,-0.5476423,0.395896
35.26456,0.178069,1.142335,0.5765808,-0.2819074,0.4693915,-0.7356664,0.3987416,0.5846248,-0.3996857,-1.041917,0.3553544,1.137018,-0.0548422,0.7806845,0.1616524,0.1248036,0.5906136,-0.4959083,-0.3243421,0.8516577
36.17426,0.6504743,1.461705,0.5829767,-0.6669008,0.1685937,-0.6848345,0.2404606,0.1960606,0.1168748,0.4976909,0.7166398,1.472121,0.4421105,0.2852786,0.2067945,0.8708571,0.3427245,0.5095462,0.2506401,-0.145062
36.28952,0.6300566,1.4817,0.6479983,-0.6154784,0.145103,-0.7152956,0.2974624,-0.2217491,0.1896896,0.6616201,0.7644472,1.472936,0.3705078,0.3967227,0.2235338,0.8271392,0.3293697,0.4574654,-0.04041703,-0.7243041
36.40466,0.5626739,1.484072,0.7542992,-0.5623364,0.1124362,-0.7620674,0.3006479,-0.5856881,0.00016295,0.9346116,0.8022746,1.457894,0.2497058,0.480774,0.2666785,0.7746122,0.3125936,0.3165898,-0.1546261,-1.046798
36.51945,0.4750789,1.470842,0.83552,-0.5158061,0.09361878,-0.8161365,0.2431067,-0.7726002,-0.1483514,0.7483809,0.8173159,1.426892,0.1307971,0.5632916,0.267842,0.7172511,0.3106673,0.1537495,-0.2856496,-1.127968
36.6325,0.3986344,1.4702,0.8790216,-0.4862418,0.07432491,-0.8252177,0.2775982,-0.7112583,-0.01803116,0.4293689,0.8043593,1.409142,0.03500168,0.6036178,0.3005031,0.6706578,0.3091303,-0.1080286,-0.1723239,-0.8948621
36.748,0.3241967,1.450131,0.8968787,-0.4651721,0.07468607,-0.8308957,0.2960566,-0.6722707,-0.1697731,0.1750266,0.7621513,1.387864,-0.03432168,0.6189383,0.3187536,0.6431288,0.3188997,-0.3740643,-0.21505,-0.6380781
36.862,0.2551123,1.419975,0.8930237,-0.436367,0.075479,-0.8381189,0.3185021,-0.6238515,-0.2800638,-0.03123227,0.7041543,1.363274,-0.07855386,0.6211693,0.3478191,0.613164,0.3423457,-0.5202543,-0.2293733,-0.4030747
36.97521,0.18853,1.383952,0.8548248,-0.4092716,0.09203985,-0.8438994,0.334454,-0.5409694,-0.2975433,-0.3111024,0.6366311,1.325449,-0.1068577,0.6306581,0.3552375,0.5814851,0.3714188,-0.5376825,-0.3362768,-0.2388977
37.08964,0.1496191,1.353166,0.8132659,-0.3846841,0.120172,-0.836504,0.3712654,-0.3633295,-0.3002946,-0.343222,0.5823051,1.286814,-0.1129723,0.6442103,0.3490631,0.5511119,0.3992792,-0.4947338,-0.3861299,-0.0767516
37.20148,0.1249821,1.322052,0.7834235,-0.3458124,0.1578022,-0.837355,0.3928727,-0.2339109,-0.3393139,-0.2543835,0.5326322,1.250512,-0.1058594,0.6526541,0.3474244,0.5127212,0.4364126,-0.45896,-0.3735037,0.0634096
37.31279,0.1071747,1.299037,0.7610604,-0.3137634,0.2250799,-0.842775,0.3749958,-0.1625194,-0.2661577,-0.2144014,0.4926209,1.214313,-0.08998384,0.6605693,0.3419076,0.4638833,0.4812066,-0.3860331,-0.3791941,0.1397666
37.42562,0.1056241,1.28874,0.7283797,-0.2884061,0.2736858,-0.8145651,0.4223766,-0.01661628,-0.1469998,-0.3481062,0.4633805,1.180719,-0.06532325,0.6635571,0.3058327,0.4327417,0.5281031,-0.2876742,-0.3502377,0.2266071
37.53651,0.1150594,1.268925,0.6803041,-0.2840573,0.3299918,-0.7797002,0.4499829,0.1046653,-0.2172018,-0.4781626,0.446388,1.153915,-0.03448047,0.6518317,0.282437,0.4165596,0.5672945,-0.1716028,-0.2763593,0.3064575
37.64536,0.1308948,1.254253,0.6283604,-0.2899761,0.4374925,-0.7493857,0.4036527,0.1704796,-0.178859,-0.5294276,0.4322232,1.134719,0.01379934,0.6253456,0.2154937,0.4254577,0.6176497,-0.1750831,-0.2060127,0.5223868
38.56081,0.5591601,1.384733,0.6698663,-0.5954083,0.2858843,-0.7156329,0.2272197,0.06239098,0.06827442,0.4250401,0.670175,1.396382,0.4851854,0.2930102,0.1519039,0.8696188,0.3671969,0.5013961,0.05802443,-0.3376926
38.67454,0.5416366,1.394386,0.7172126,-0.5570367,0.2777818,-0.7232556,0.2990799,-0.1757887,0.08582526,0.4379919,0.7127771,1.401692,0.4187646,0.3480642,0.2061134,0.8370407,0.3684178,0.3695517,0.07154128,-0.5980123
38.78985,0.5005155,1.391323,0.7659536,-0.5206455,0.2618965,-0.7468545,0.3202295,-0.3790931,-0.02475274,0.4727083,0.743579,1.394877,0.3290587,0.4218561,0.2309683,0.7987117,0.361595,0.3329569,-0.0549864,-0.8617169
38.904,0.4411807,1.3785,0.8119548,-0.486647,0.248516,-0.7710831,0.3268722,-0.5465207,-0.1192254,0.4463942,0.7636793,1.38177,0.219347,0.4987474,0.2535769,0.7537566,0.3446749,0.2099528,-0.1323755,-1.05773
39.02017,0.3691342,1.357635,0.8549631,-0.4421894,0.2395391,-0.8038328,0.3177145,-0.6643991,-0.2106107,0.4194272,0.7625968,1.362211,0.1058823,0.5754348,0.2563033,0.7045192,0.3268585,-0.01449066,-0.1970111,-1.080064
39.13418,0.292241,1.336852,0.8851108,-0.3966278,0.2280717,-0.8289809,0.3216527,-0.6475867,-0.1752173,0.2582462,0.7379119,1.343291,-3.508106E-05,0.6339478,0.2722256,0.6506788,0.3172075,-0.2009207,-0.1614665,-0.9002463
39.23455,0.2405976,1.318143,0.8871148,-0.3701726,0.2240543,-0.8367724,0.3355353,-0.5513052,-0.1909599,0.0551205,0.7038785,1.329962,-0.06070036,0.6593841,0.2910483,0.6148192,0.3201576,-0.3402994,-0.152797,-0.6841781
39.35164,0.1914515,1.280058,0.8565068,-0.3537433,0.2445365,-0.8341382,0.345371,-0.4448481,-0.3598579,-0.2842022,0.6489333,1.310085,-0.1163538,0.693442,0.311418,0.5562921,0.3357025,-0.4981884,-0.2038792,-0.5430492
39.46762,0.141229,1.243064,0.8121925,-0.3187502,0.2605117,-0.835492,0.3639853,-0.4255216,-0.2953512,-0.3352174,0.570732,1.289493,-0.1607621,0.7336513,0.3398014,0.4768501,0.344826,-0.6756121,-0.1974789,-0.4166336
39.58454,0.1016957,1.216644,0.7631999,-0.2573531,0.2855683,-0.8237305,0.4167593,-0.3868332,-0.2708017,-0.4053394,0.4780746,1.264238,-0.1794035,0.7650121,0.3738804,0.3707629,0.3708164,-0.8773033,-0.2778749,-0.2355886
39.70098,0.07469062,1.179759,0.7114458,-0.183719,0.3375317,-0.8113051,0.4405722,-0.2536881,-0.3825783,-0.4514508,0.3910317,1.220049,-0.1774837,0.7960852,0.3771352,0.2612494,0.3946722,-0.8344173,-0.5046865,-0.02058029
39.81736,0.09853102,1.147337,0.6836732,-0.1636913,0.383224,-0.7858692,0.4568963,0.2766852,-0.2585052,-0.20877,0.3492039,1.155336,-0.1369309,0.8046718,0.3008139,0.1524235,0.4886527,-0.3655102,-0.5934185,0.3951403
40.77172,0.6985077,1.412807,0.5638242,-0.6627651,0.207811,-0.686982,0.2135718,0.07894273,0.1892458,0.5159824,0.7769529,1.428383,0.3666939,0.450591,0.2146129,0.8028371,0.3261314,0.53531,0.1734117,-0.5229641
40.88737,0.6616696,1.428574,0.6667885,-0.607846,0.1748229,-0.7367703,0.2390186,-0.3653578,0.1641451,1.033453,0.8164897,1.43677,0.2601515,0.513863,0.2765062,0.7498663,0.3117527,0.3732495,0.06205341,-1.082103
41.00096,0.5764664,1.431345,0.7996006,-0.501024,0.1509951,-0.8096299,0.2658471,-0.7522545,0.01605343,1.135778,0.8239369,1.424975,0.116013,0.6052321,0.3031878,0.6765004,0.2900322,0.0501951,-0.115228,-1.247982
41.11465,0.4775976,1.418249,0.8849108,-0.4371134,0.130638,-0.8483323,0.2686974,-0.9235435,-0.1268034,0.8160761,0.7933901,1.407089,-0.005836945,0.6607286,0.3088654,0.6243064,0.2797884,-0.2748773,-0.1717166,-1.144825
41.22994,0.3791701,1.397374,0.9241153,-0.4044483,0.1205292,-0.8640772,0.2743449,-0.8972901,-0.1764194,0.366371,0.7369986,1.388231,-0.1083027,0.6965415,0.3312753,0.5763042,0.2701114,-0.5215402,-0.1775756,-0.9624815
41.34344,0.2837825,1.367811,0.9234447,-0.3809183,0.1149669,-0.8657912,0.3034627,-0.8741562,-0.2742076,0.002708852,0.6627048,1.365744,-0.1813387,0.7218311,0.3635057,0.5183374,0.2795535,-0.6963663,-0.2289725,-0.7003495
41.45705,0.195628,1.333729,0.8888351,-0.3383416,0.1254752,-0.8579547,0.3656427,-0.818103,-0.3024847,-0.2994931,0.5794416,1.335279,-0.219433,0.7334719,0.3969741,0.464733,0.2974119,-0.7773398,-0.3099817,-0.3773957
41.57013,0.1202976,1.277748,0.8219122,-0.2525859,0.1602681,-0.8252873,0.4789732,-0.6373562,-0.5216917,-0.5295416,0.4877127,1.298547,-0.2308232,0.7442521,0.436605,0.393336,0.3174142,-0.7720052,-0.3345478,-0.1325698
41.68357,0.1060906,1.208102,0.7479289,-0.1520472,0.2649482,-0.7471497,0.5902979,-0.1400926,-0.7108175,-0.6632679,0.4178292,1.251041,-0.2117582,0.7556725,0.4613298,0.3043669,0.351418,-0.6684155,-0.4971436,0.1311929
41.7975,0.1383111,1.144765,0.6768897,-0.1706809,0.3670734,-0.7382028,0.5396127,0.3338225,-0.594991,-0.7041762,0.3776889,1.177901,-0.1619774,0.7761819,0.3971125,0.2310055,0.4318331,-0.4035326,-0.7598469,0.490924
41.91109,0.1847018,1.086802,0.5936495,-0.210298,0.4774123,-0.7126111,0.4690819,0.4395841,-0.5830855,-0.9247767,0.3531133,1.091908,-0.08773565,0.7592088,0.298457,0.18083,0.5493869,-0.303448,-0.8428777,0.7187692
42.79259,0.6741508,1.370885,0.4667344,-0.6463197,0.3788646,-0.5925907,0.2959205,0.4145589,-0.3094493,0.1969296,0.7129903,1.358983,0.3300895,0.4439639,0.250219,0.6851975,0.5203758,0.5293769,-0.2261475,-0.2245837
42.91019,0.6733512,1.331118,0.5293152,-0.6163838,0.361463,-0.6510725,0.2559693,-0.01271889,-0.3379214,0.5838067,0.7413178,1.327036,0.2562966,0.5165806,0.2565688,0.6501648,0.4945734,0.2329029,-0.3066978,-0.7006047
43.0265,0.6383322,1.309752,0.6157506,-0.5906346,0.3447728,-0.6838812,0.2541438,-0.3151911,-0.2057538,0.8302244,0.7466491,1.300346,0.1455251,0.586099,0.258627,0.6144878,0.4604399,0.04341963,-0.2617386,-1.054695
43.12698,0.5760944,1.295182,0.7002345,-0.5511425,0.3309171,-0.7219217,0.2560566,-0.5680093,-0.14194,0.8076436,0.727459,1.287211,0.03453769,0.6403869,0.2834987,0.5640314,0.437495,-0.1833319,-0.1414895,-1.072091
43.22736,0.5045617,1.287249,0.7567341,-0.5103635,0.3208844,-0.7473342,0.2793815,-0.7370672,-0.09705342,0.6386845,0.6847021,1.278229,-0.04336822,0.6794729,0.2944696,0.5247971,0.4197527,-0.4151427,-0.1169052,-0.8658439
43.32837,0.4327642,1.275212,0.7922886,-0.4684977,0.3168327,-0.7682235,0.2999326,-0.7558796,-0.1318826,0.4140292,0.6375138,1.272451,-0.09367967,0.7012604,0.3175184,0.4850386,0.414914,-0.4839908,-0.06587721,-0.5841139
