Timestamp,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftVelX,LeftVelY,LeftVelZ,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightRotW,RightVelX,RightVelY,RightVelZ,HandCloseCount
35.18431,-0.9168736,1.468085,-0.4212245,0.4138522,-0.4591851,0.2160167,0.7557858,0.07241447,-0.1023468,-0.3724157,-0.3659954,1.455134,-0.3678903,-0.7039056,-0.2017196,-0.04089125,-0.6798192,-0.1917174,-0.02446662,-0.5279169,0
36.78768,-1.027164,1.632642,-0.1744534,0.105293,-0.4119106,0.158078,0.8912095,-0.4080719,-0.04291674,-0.2917639,-0.8386549,1.675359,0.02455669,-0.07927717,0.5118333,-0.1477868,-0.8425562,-0.1534774,0.04415361,0.3777497,0
36.89937,-1.060048,1.61129,-0.2382194,0.1253006,-0.5281601,0.1697033,0.8225251,-0.3222892,-0.2112753,-0.6305793,-0.8246643,1.656961,0.07851024,-0.1227839,0.4609412,-0.1715336,-0.8619939,0.1311548,-0.1724998,0.4772037,0
37.00993,-1.04938,1.574261,-0.3170061,0.1712758,-0.6304161,0.1804758,0.7353017,0.04976066,-0.337829,-0.8202853,-0.7709569,1.610024,0.1286813,-0.1642679,0.3973015,-0.2704131,-0.86142,0.5013695,-0.4615635,0.4338524,0
37.1214,-1.007432,1.546114,-0.4046759,0.1857757,-0.7316546,0.2340564,0.6126879,0.4019622,-0.2831129,-0.9045507,-0.6879188,1.57286,0.1669825,-0.241393,0.3196669,-0.3517871,-0.8460428,0.7702043,-0.4247358,0.2911677,0
37.23268,-0.943002,1.529447,-0.4718613,0.2494471,-0.7835203,0.1907996,0.53616,0.5871691,-0.1285853,-0.71719,-0.5923551,1.543042,0.1834201,-0.3377801,0.2164661,-0.3776931,-0.8345028,0.8837457,-0.3737286,0.06411753,0
37.34437,-0.8474557,1.507046,-0.526834,0.2835205,-0.8345206,0.2530517,0.3989441,0.9033589,-0.1538267,-0.599872,-0.4910713,1.515905,0.1575187,-0.4352209,0.1278434,-0.418968,-0.7865778,0.90052,-0.3083549,-0.3063664,0
37.45568,-0.7371358,1.486635,-0.5526466,0.3691958,-0.8328081,0.303373,0.2794458,1.026073,-0.09628638,-0.3547624,-0.4088854,1.505224,0.1055953,-0.5347722,0.02399256,-0.4060334,-0.7406618,0.722186,-0.1847083,-0.564926,0
37.56699,-0.6353773,1.479175,-0.5529057,0.4861501,-0.7768222,0.3492209,0.1955763,0.8999588,0.002930522,-0.112867,-0.3478158,1.502973,0.03807692,-0.6081129,-0.02881579,-0.4069983,-0.6809704,0.5653147,-0.07054906,-0.6800508,0
37.67813,-0.5593022,1.496763,-0.5435666,0.5928687,-0.6959578,0.3679317,0.1696339,0.649925,0.1620434,0.01338219,-0.2711927,1.485582,-0.02581849,-0.6818841,-0.1024386,-0.3956446,-0.6066348,0.5257254,-0.0004219934,-0.7138903,0
37.7894,-0.5278847,1.525339,-0.5460191,0.5959392,-0.6977099,0.3786009,0.1213203,0.3149128,0.2365221,-0.02630147,-0.2453947,1.497605,-0.07596564,-0.723914,-0.1105987,-0.4036343,-0.5484485,0.2574992,0.1043501,-0.4787542,0
44.72351,-0.3869286,1.673786,-0.1509979,-0.2692766,-0.8845915,0.05025608,-0.3774417,0.3074036,-0.2534352,0.6171364,-0.5883352,1.683566,-0.4476786,0.08356038,0.8837572,0.005427631,0.4603927,-0.367824,-0.2104336,-0.7782954,0
44.83553,-0.4039901,1.581059,-0.04165244,-0.2693742,-0.7882422,0.1912571,-0.5191652,-0.07901099,-0.7116982,0.9688346,-0.6922938,1.611268,-0.50292,0.1521765,0.9185728,-0.09688174,0.3516822,-0.9068688,-0.4938792,-0.5482495,0
44.94682,-0.4949631,1.492134,0.07351793,-0.3033856,-0.6746211,0.3311817,-0.5858005,-0.6801965,-0.7200702,1.003344,-0.8407193,1.522727,-0.4855519,0.2554986,0.9093641,-0.2373948,0.2267623,-1.324748,-0.6034316,-0.04547122,0
45.05784,-0.6206767,1.450544,0.190405,-0.3729562,-0.4724678,0.387375,-0.6982968,-1.059626,-0.395171,0.9758775,-0.996062,1.47249,-0.4112936,0.3241039,0.8588439,-0.3881144,0.08192143,-1.417868,-0.329305,0.46385,0
45.16861,-0.7660491,1.445325,0.2576689,-0.4200386,-0.2805036,0.4416275,-0.741519,-1.271348,-0.1327087,0.5315341,-1.118034,1.475522,-0.3051819,0.3463028,0.799036,-0.4860925,-0.07300681,-1.143856,0.06029115,0.8198755,0
45.28143,-0.9028148,1.446268,0.2850271,-0.482347,-0.1791923,0.5277591,-0.6757972,-1.216045,0.05444013,0.07865229,-1.184775,1.499749,-0.2068869,0.34258,0.7249247,-0.5672789,-0.1879302,-0.6993853,0.2341046,0.8205265,0
45.39151,-0.9897591,1.488876,0.2930256,-0.509367,-0.1150753,0.5844202,-0.6210926,-0.8070965,0.3122249,0.01780136,-1.205963,1.538134,-0.1472386,0.291219,0.7486184,-0.5608026,-0.2006552,-0.2671796,0.3462569,0.5402346,0
45.50311,-1.022285,1.526041,0.3085318,-0.4935369,-0.1096564,0.6023354,-0.6177288,-0.408009,0.3155078,0.1057087,-1.225306,1.5569,-0.1169011,0.3584397,0.6783152,-0.6071057,-0.2069595,-0.1494955,0.1478909,0.2993759,0
45.61436,-0.9902093,1.533553,0.3479858,-0.4258201,-0.1072223,0.5723646,-0.6925167,0.2872342,0.1141773,0.3790327,-1.224898,1.556929,-0.1446037,0.3468631,0.7055332,-0.5824457,-0.2065574,0.03305598,0.000563066,-0.1987219,0
46.72794,-0.218411,1.704703,-0.07754263,0.4439929,-0.6869179,0.3972485,-0.4161824,0.3101729,-0.07570027,1.039217,-0.5182267,1.717161,-0.6008101,0.4385816,0.7445548,0.1752264,0.471784,-0.5761306,0.01642226,-1.047362,0
46.83986,-0.2300409,1.692334,0.07400469,0.3848479,-0.6310611,0.4631549,-0.4890209,-0.0805265,-0.0950653,1.290887,-0.6516119,1.715312,-0.6996455,0.5009575,0.7874674,0.1083461,0.3423417,-1.172515,0.08543181,-0.9166887,0
46.95052,-0.2971249,1.665059,0.2182064,0.3043394,-0.555232,0.5440881,-0.5505116,-0.5463269,-0.2335721,1.249724,-0.819034,1.698313,-0.7259857,0.5488794,0.8045652,-0.008641114,0.2265646,-1.474525,-3.111362E-05,-0.3421682,0
47.06257,-0.4061367,1.629373,0.3370617,0.2152597,-0.4565723,0.6247454,-0.5957333,-0.9105192,-0.3505352,1.023304,-0.9847853,1.681403,-0.6845909,0.5523871,0.8193768,-0.1241837,0.08982532,-1.521573,0.02129759,0.2341578,0
47.17409,-0.4616436,1.609118,0.2356378,0.5429406,-0.4799631,0.6463042,-0.2390434,-0.6665019,-0.3413771,-0.5752133,-1.120307,1.672853,-0.5906727,0.5298068,0.8138323,-0.2330231,-0.05178772,-1.290044,0.07178903,0.7172553,0
47.28505,-0.4196443,1.629068,0.1567486,0.6253913,-0.4504721,0.5285359,-0.3558235,0.171852,-0.04124167,-0.6036961,-1.182148,1.677317,-0.4980116,0.450519,0.8333519,-0.2910888,-0.1335088,-0.6396756,0.0918874,0.7602012,0
47.39643,-0.3683315,1.68782,0.06763552,0.4636205,-0.5647245,0.403998,-0.5503889,0.3029612,0.3569732,-0.7265806,-1.155954,1.692674,-0.4521967,0.3713127,0.869463,-0.2860916,-0.1559246,-0.01875131,0.08161834,0.4135058,0
47.50786,-0.372954,1.692605,0.004258478,0.3617333,-0.6578892,0.3214908,-0.5770394,0.02365115,0.1565339,-0.6078678,-1.128688,1.672639,-0.4296103,0.259192,0.9081291,-0.2878198,-0.1589995,0.195772,-0.1050881,0.2184652,0
49.0397,-0.5202668,1.655058,-0.1795354,0.1211695,-0.830652,0.1048539,-0.5332362,0.01456572,-0.5342922,0.6875259,-0.6675164,1.654453,-0.4808619,0.1373423,0.7608849,-0.0629696,0.6310516,-0.3884318,-0.3634983,-0.5551411,0
49.15038,-0.5627595,1.572494,-0.03939124,-0.05742431,-0.6896873,0.196508,-0.6945636,-0.3434813,-0.6413713,1.233678,-0.7786134,1.598769,-0.551769,0.1558913,0.8527848,-0.1668401,0.4697025,-1.007399,-0.4917814,-0.7651445,0
49.26174,-0.6439011,1.54063,0.05346235,-0.009703031,-0.555539,0.3408052,-0.758376,-0.722293,-0.434864,0.932289,-0.9215318,1.560721,-0.5749477,0.2263013,0.8773475,-0.276412,0.3203832,-1.307378,-0.295939,-0.3689641,0
49.37271,-0.7200154,1.546904,0.1220705,-0.1280299,-0.3660429,0.270813,-0.8810682,-0.7613704,-0.0006845272,0.7072107,-1.079833,1.549883,-0.5477812,0.2131567,0.8940856,-0.3762454,0.1166817,-1.567335,-0.06008737,0.07845217,0
49.48454,-0.8072127,1.515004,0.150094,-0.07237229,-0.2863358,0.3232701,-0.8990387,-0.8319854,-0.3573509,0.2825804,-1.203023,1.538619,-0.4712023,0.1745647,0.858911,-0.4734699,-0.08732285,-1.244886,-0.03763013,0.5492139,0
49.59568,-0.8869974,1.479832,0.1540481,-0.1683849,-0.2173667,0.4349777,-0.8574337,-0.7884489,-0.445208,0.04651016,-1.252665,1.525209,-0.4044432,0.1340557,0.8389513,-0.5058916,-0.149209,-0.5054818,-0.01199187,0.5541583,0
49.70807,-0.9560634,1.460387,0.1613494,-0.2366767,-0.1961233,0.488991,-0.8163379,-0.6208349,-0.1943615,-0.02131996,-1.246618,1.510045,-0.3653626,0.07652614,0.8200733,-0.5553888,-0.1147465,-0.05638125,-0.09925495,0.3095492,0
50.59851,-0.690989,1.616132,0.1060906,-0.0867401,-0.3168442,0.1096922,-0.9381117,-0.7723121,-0.3453099,0.8173008,-0.5207965,1.669218,-0.3715787,0.24753,0.5403761,0.206038,0.7773486,0.186136,-0.2048135,-0.3817689,0
50.70973,-0.7523683,1.596467,0.1367385,-0.09390421,-0.2988046,0.1710105,-0.9341591,-0.5873951,-0.2505406,0.3290102,-0.5511332,1.647709,-0.4742905,0.3001817,0.6258247,0.1590289,0.7020997,-0.2299041,-0.221339,-0.9257796,0
50.82063,-0.8112851,1.553154,0.1281803,-0.08483297,-0.3602175,0.3156272,-0.8737426,-0.5877558,-0.4826038,-0.02946121,-0.6701241,1.584411,-0.594323,0.4221034,0.6683807,0.03632628,0.6113726,-0.9770261,-0.4841394,-1.133727,0
50.93182,-0.9063513,1.49045,0.1370758,-0.1665627,-0.3100533,0.4531693,-0.8190002,-0.891669,-0.6495655,0.009775907,-0.8479251,1.530012,-0.6704954,0.5297834,0.7029009,-0.1065152,0.4625089,-1.5464,-0.3549812,-0.8344434,0
51.04384,-1.023078,1.460479,0.1413796,-0.2720205,-0.2055906,0.5515043,-0.7613018,-1.072797,-0.4151484,-0.07770146,-1.029831,1.512598,-0.657138,0.5722265,0.7110593,-0.2577659,0.3170303,-1.641918,-0.06957887,-0.1075636,0
51.15503,-1.14129,1.471541,0.1228601,-0.3416037,-0.1535517,0.6638777,-0.6472984,-1.093787,0.01638487,-0.2366908,-1.178342,1.519873,-0.5752073,0.5523261,0.7052929,-0.4121222,0.166292,-1.427092,0.1548496,0.5051508,0
51.2664,-1.236962,1.522235,0.1004942,-0.40625,-0.1117829,0.7449818,-0.5171728,-0.9481462,0.3719152,-0.2602102,-1.290514,1.554275,-0.4527336,0.5367779,0.648369,-0.5387927,0.03448971,-1.114805,0.3812329,0.8761656,0
51.37783,-1.306211,1.591712,0.09909852,-0.4530154,-0.03794073,0.7972528,-0.3971468,-0.6279708,0.5511282,-0.05648968,-1.358648,1.609529,-0.3443926,0.5023676,0.5627671,-0.6509811,-0.0845202,-0.69084,0.5198971,0.8210238,0
52.64446,-0.5884559,1.589578,0.1621686,-0.0603314,-0.417078,0.2678851,-0.866397,-0.5187355,-0.5817223,0.5737798,-0.5319623,1.634754,-0.4342683,0.2912592,0.5682601,-0.01099782,0.7694983,-0.08174567,-0.5327946,-0.6609389,0
52.75595,-0.6797735,1.536981,0.2012549,-0.05305377,-0.3238554,0.405672,-0.8530728,-0.8836553,-0.6459439,0.3902457,-0.5884053,1.575008,-0.5538298,0.3920928,0.6348572,-0.06868346,0.6621949,-0.4837771,-0.526157,-1.131814,0
52.86737,-0.8199596,1.4773,0.2202735,-0.1609016,-0.2374586,0.4813876,-0.8282452,-1.251225,-0.6643263,0.1387646,-0.7034603,1.533691,-0.6902086,0.5028576,0.6782234,-0.1545812,0.5130808,-1.008018,-0.3210918,-1.342135,0
52.97842,-0.982322,1.426706,0.1711657,-0.3020925,-0.166871,0.5562153,-0.7559885,-1.426003,-0.5856217,-0.4980794,-0.8664051,1.529271,-0.7727849,0.5761359,0.7016717,-0.256428,0.3316158,-1.464954,0.04037274,-0.8896091,0
53.08959,-1.130531,1.393974,0.05991706,-0.4444236,-0.1736615,0.6290799,-0.6136675,-1.340461,-0.2766719,-1.041783,-1.025175,1.54116,-0.7710736,0.5917333,0.7029433,-0.3510562,0.1802275,-1.487348,0.2218111,-0.1391155,0
53.20154,-1.258421,1.390351,-0.03996774,-0.5752974,-0.1361664,0.6396582,-0.4912525,-1.026545,0.1432068,-1.017027,-0.9653563,1.540418,-0.7639974,0.5883083,0.6614174,-0.4610502,0.06207303,-0.2900372,0.1416487,0.02110008,0
53.31236,-1.316791,1.417563,-0.115361,-0.649686,-0.2230651,0.6584082,-0.3076502,-0.6582409,0.3423446,-0.6646135,-0.9375319,1.5381,-0.7631758,0.5063006,0.630277,-0.5795045,-0.1028831,-0.3137783,0.180846,0.07989335,0
53.42406,-1.315802,1.411879,-0.06232417,-0.6433079,-0.1377971,0.6583096,-0.3657805,-0.04240957,-0.08225158,0.2996836,-0.8992233,1.527121,-0.7684222,0.4214542,0.6751407,-0.6014955,-0.06902525,0.06668106,-0.08959252,0.1130809,0
54.20346,-0.9689707,1.574412,0.2229232,-0.2808092,0.02870163,0.2964151,-0.9123927,-1.039308,-0.7197799,-0.2213053,-0.5094371,1.687904,-0.01555388,0.1903012,0.082725,0.2873927,0.9350654,-0.04690555,-0.33012,0.199395,0
54.31525,-1.035985,1.547984,0.169762,-0.3234963,0.05688884,0.3422408,-0.8803324,-0.6771616,-0.3005184,-0.4860273,-0.4646166,1.611596,-0.06665528,0.3006212,0.112218,0.2734713,0.9067786,0.3091101,-0.699428,-0.4614984,0
54.42612,-1.076862,1.520975,0.1143587,-0.4174837,0.09822288,0.2879844,-0.856227,-0.3596053,-0.3218578,-0.5957903,-0.4168211,1.54394,-0.1863265,0.4235778,0.1841632,0.2348352,0.8552883,0.3635977,-0.6828617,-1.094427,0
54.53748,-1.084393,1.470666,0.04490629,-0.496986,0.02913081,0.3696811,-0.7845331,-0.1503527,-0.3966422,-0.6908564,-0.4279245,1.490073,-0.3626112,0.5620324,0.2426668,0.1989016,0.7652912,-0.07864771,-0.5364581,-1.611296,0
54.64862,-1.082391,1.428375,-0.01622807,-0.5808228,-0.03752107,0.386821,-0.7152668,-0.02561361,-0.3210271,-0.6399779,-0.5043088,1.472048,-0.5299996,0.6478773,0.3426115,0.07712667,0.6759614,-0.6872439,-0.2513956,-1.620076,0
54.76038,-1.088784,1.403019,-0.0645797,-0.6560996,-0.1105188,0.3867307,-0.6385596,-0.06176098,-0.1557244,-0.5052382,-0.6300801,1.477541,-0.6572472,0.7064303,0.4157603,-0.04861834,0.5707328,-1.114742,0.02698719,-1.307884,0
54.87132,-1.126977,1.396487,-0.07975535,-0.7145193,-0.09241947,0.3926178,-0.5716398,-0.2982025,-0.02806986,-0.247399,-0.7379614,1.510259,-0.7130784,0.67986,0.5312021,-0.1508414,0.4825573,-1.083305,0.2211448,-0.6909585,0
54.98315,-1.190434,1.358167,-0.1121322,-0.7923823,-0.1373347,0.4278718,-0.4125473,-0.4702159,0.1136039,-0.374229,-0.8445305,1.528219,-0.7551063,0.6983948,0.5621313,-0.221415,0.3837036,-1.040165,0.2222111,-0.5239626,0
55.09452,-1.251787,1.395804,-0.1725921,-0.8576363,-0.1682751,0.4714162,-0.1179419,-0.58662,0.5499839,-0.5268052,-0.9543529,1.537169,-0.7824422,0.7059495,0.5865281,-0.3307171,0.2196502,-1.02049,0.1979261,-0.3185501,0
55.97155,-1.143728,1.533557,0.1098986,-0.3797031,0.0539659,0.6185192,-0.6858186,-0.889872,-0.5629533,-0.6991376,-0.6182166,1.664042,0.09050418,0.2121882,-0.08787043,0.2090686,0.95055,0.3630623,-0.4127643,0.008815978,0
56.08277,-1.217473,1.486933,0.003292471,-0.4715495,0.08174027,0.6103463,-0.6312187,-0.6187244,-0.4397442,-0.9249113,-0.5049201,1.582826,0.04451689,0.2677696,0.09707302,0.2548942,0.9240699,1.084241,-0.7297316,-0.4712259,0
