Timestamp,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftVelX,LeftVelY,LeftVelZ,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightRotW,RightVelX,RightVelY,RightVelZ,HandCloseCount
62.09548,-1.082723,1.462979,0.2755524,-0.3066269,0.1035065,0.5420473,-0.7755327,-1.074018,-0.3128729,-0.3912262,-1.127603,1.556263,-0.6675484,0.4170181,0.8438951,-0.2788218,-0.1902508,-0.7814146,-0.2729208,0.5273191,0
62.20703,-1.187727,1.473431,0.2343309,-0.4012155,0.3049974,0.4381987,-0.7443014,-0.9581904,-0.1326933,-0.4904485,-1.200298,1.551044,-0.5991406,0.4373436,0.7734649,-0.3692531,-0.2722769,-0.6893281,0.0176774,0.580405,0
62.31837,-1.266228,1.505837,0.1760497,-0.4196914,0.4860774,0.3599389,-0.6767806,-0.7299286,0.1294976,-0.64112,-1.235965,1.564505,-0.556014,0.436466,0.7396306,-0.3967837,-0.3240475,-0.3810696,0.1032211,0.4147421,0
62.42928,-1.296139,1.536848,0.1256906,-0.3837354,0.6345264,0.2686318,-0.6147849,-0.2921396,0.1338351,-0.5304228,-1.240012,1.563303,-0.5497805,0.4334086,0.7385591,-0.4065005,-0.3185039,-0.08679642,0.01186586,0.09727851,0
63.59906,-0.257012,1.740213,0.02721333,0.4314555,-0.5581081,0.4534054,-0.5447799,0.09578276,-0.05564442,1.091224,-0.3892322,1.746068,-0.5934871,0.3804863,0.6834812,0.2266847,0.5802565,-0.1874416,-0.1250632,-1.126863,0
63.7104,-0.3183252,1.679493,0.1530665,0.3456069,-0.498568,0.547984,-0.5759335,-0.4925792,-0.509694,1.033941,-0.4636897,1.702512,-0.7179873,0.4448436,0.7461369,0.1419464,0.4745999,-0.6404682,-0.2916559,-1.168815,0
63.82208,-0.430181,1.626185,0.2479523,0.2418189,-0.4693168,0.5847832,-0.6158684,-0.9046323,-0.4923244,0.8375499,-0.5857592,1.656478,-0.8045679,0.5162414,0.7636356,0.07076686,0.3812446,-1.036082,-0.2914175,-0.871076,0
63.93348,-0.5755117,1.569132,0.3067294,0.1970732,-0.3908969,0.6659998,-0.6039917,-1.267057,-0.6286508,0.5406039,-0.7268462,1.618279,-0.8434044,0.5333093,0.7971064,-0.02657133,0.2819514,-1.259189,-0.2610876,-0.486142,0
64.04481,-0.7381153,1.515765,0.3148819,0.07488691,-0.3497905,0.7195239,-0.5952511,-1.356689,-0.5503177,0.09039044,-0.8633512,1.578127,-0.8353549,0.5826719,0.7767559,-0.1120933,0.211137,-1.213384,-0.243745,-0.05905223,0
64.15647,-0.9003018,1.478957,0.2903541,-0.05696695,-0.2721907,0.769136,-0.5754101,-1.395583,-0.4670061,-0.2521451,-0.9837096,1.550753,-0.7918558,0.5395976,0.8051603,-0.2264668,0.09624948,-1.12736,-0.1798327,0.2874584,0
64.26768,-1.035413,1.468751,0.2142849,-0.1938304,-0.247591,0.800343,-0.5104699,-1.172434,-0.2269176,-0.6636003,-1.056412,1.527614,-0.6992024,0.5377414,0.7866634,-0.2955625,0.0681007,-0.6704886,-0.1460521,0.7060248,0
64.37938,-1.112059,1.472283,0.1396576,-0.3130051,-0.2045479,0.7761514,-0.5077174,-0.6954643,-0.08043632,-0.6987103,-1.088138,1.502046,-0.5883954,0.5133182,0.7714221,-0.369936,0.06752449,-0.3669387,-0.167661,0.881585,0
64.49101,-1.180559,1.464541,0.06568542,-0.3931425,-0.246537,0.8049731,-0.3696983,-0.6323502,-0.03538748,-0.6461386,-1.148476,1.468842,-0.478918,0.5056647,0.7049354,-0.4962435,0.03334201,-0.451907,-0.2018583,0.8913875,0
64.6024,-1.215654,1.477182,0.03651942,-0.3605724,-0.2534375,0.8633743,-0.2456458,-0.3350706,0.08678206,-0.3020524,-1.241496,1.440803,-0.4038843,0.5374768,0.5669667,-0.6242319,-0.001456048,-0.5450649,-0.08989516,0.6851118,0
64.71301,-1.217019,1.46535,0.04311266,-0.4613962,-0.2068825,0.8431778,-0.1826593,0.0431416,-0.1169927,0.04847692,-1.247749,1.45072,-0.4130894,0.5576962,0.5449037,-0.6247194,0.0421974,-0.06980515,-0.001616216,-0.02850391,0
65.43717,-0.3425636,1.629805,-0.04609347,-0.07158998,-0.695559,0.3184979,-0.6400247,0.1797939,0.2312114,-0.163351,-0.4078738,1.619244,-0.3771726,0.2758088,0.6331106,0.2021599,0.6944291,0.1961774,0.1269127,0.02082833,0
65.54861,-0.3808913,1.572387,-0.01299284,-0.09651231,-0.6554668,0.3740044,-0.6489756,-0.2723867,-0.4386376,0.2019608,-0.4413822,1.567269,-0.4326026,0.3197511,0.691327,0.1000617,0.640167,-0.2479078,-0.422163,-0.4631237,0
65.66049,-0.4859146,1.461057,0.02739095,-0.1912593,-0.613533,0.4609271,-0.6119995,-0.8316943,-0.9374881,0.233129,-0.5464639,1.476271,-0.4867632,0.3980677,0.7081141,0.002548425,0.5831894,-0.8422193,-0.7109858,-0.5438501,0
65.77129,-0.6384937,1.36418,0.08754643,-0.3110603,-0.5071499,0.5534115,-0.5829031,-1.262684,-0.8817508,0.3498593,-0.7105025,1.397554,-0.544262,0.4920228,0.7162763,-0.1431786,0.4736683,-1.414964,-0.5881026,-0.6519195,0
65.8828,-0.8203796,1.324482,0.1434909,-0.4367165,-0.3502103,0.611635,-0.5590474,-1.530878,-0.4770641,0.2977661,-0.9112002,1.380645,-0.5756088,0.5470129,0.7209369,-0.3046263,0.297035,-1.808942,-0.06445469,-0.4579182,0
65.9943,-1.013432,1.349023,0.1600023,-0.5237899,-0.1930227,0.6543698,-0.5100849,-1.667904,0.04571946,0.02344351,-1.115281,1.423639,-0.5417162,0.5870568,0.6792927,-0.4196622,0.133452,-1.839901,0.4338657,0.1012977,0
66.10622,-1.184421,1.418688,0.1197961,-0.6224364,-0.05217053,0.6651172,-0.4092313,-1.538671,0.4928973,-0.3969244,-1.258418,1.493505,-0.4571041,0.5705937,0.6384565,-0.5158572,-0.02622171,-1.383094,0.6804819,0.5907319,0
66.21723,-1.309146,1.518687,0.06437341,-0.6702765,0.05580772,0.712849,-0.1986486,-1.10305,0.8490643,-0.4561265,-1.327992,1.545908,-0.3578039,0.5535608,0.5807227,-0.5877243,-0.1044588,-0.7420201,0.5295186,0.7621655,0
66.32809,-1.2624,1.521549,0.1151932,-0.5594987,0.1702953,0.612758,-0.5314964,0.2241468,-0.04468895,0.2782832,-1.331774,1.555069,-0.2995384,0.5273359,0.5568117,-0.6344419,-0.09675214,-0.1464449,0.1509554,0.4279466,0
67.15027,-0.422042,1.593682,-0.4486541,0.586053,-0.696207,0.3968209,-0.1198782,0.06855078,-0.2728929,-0.2026739,-0.8000146,1.546682,-0.6461479,0.5241816,0.7943577,0.02294118,0.3061098,-0.6588596,-0.3296051,-0.1732567,0
67.26169,-0.368591,1.526317,-0.3613116,0.5933341,-0.6508306,0.4476391,-0.1548979,0.3889373,-0.4950892,0.6055408,-0.9374988,1.491749,-0.6640409,0.5506871,0.7973414,-0.1056059,0.2232439,-1.098338,-0.3565422,-0.2110243,0
67.37299,-0.3121282,1.463863,-0.2101938,0.5474453,-0.5770456,0.5838678,-0.1625437,0.4549475,-0.4948438,1.152294,-1.051736,1.469903,-0.6628318,0.5955606,0.7603837,-0.1809771,0.1853955,-1.01844,-0.1502561,-0.04349336,0
67.48479,-0.3025298,1.46257,-0.0308945,0.3961134,-0.5263211,0.694437,-0.2895471,0.1322057,-0.01960924,1.390494,-1.194346,1.473303,-0.6200625,0.590956,0.749835,-0.2893353,0.06930815,-1.272043,0.1128153,0.2894404,0
67.59599,-0.4267273,1.439927,0.1223512,0.3014692,-0.486929,0.7956223,-0.197488,-0.926897,-0.2177696,1.19587,-1.298349,1.473035,-0.4972747,0.5913471,0.6963108,-0.4065363,0.01371729,-0.8953233,0.06747619,0.9098415,0
67.70699,-0.5641034,1.458601,0.2236707,0.1837398,-0.4357404,0.8553641,-0.2114763,-1.027724,0.1153475,0.8168984,-1.352176,1.487684,-0.3658656,0.5416491,0.6478752,-0.5325394,-0.05723436,-0.5573114,0.2189248,1.006829,0
67.81792,-0.727507,1.479449,0.2710271,0.0725486,-0.3799758,0.9103721,-0.1468936,-1.324715,0.1083319,0.4084231,-1.354473,1.510301,-0.2430798,0.5012833,0.5823198,-0.6349192,-0.08059952,-0.118387,0.2139623,0.9747335,0
67.9287,-0.9236781,1.526376,0.2487427,-0.1486667,-0.3058418,0.9400963,-0.02403948,-1.585335,0.198018,0.0369519,-1.330517,1.524988,-0.1188666,0.3953195,0.481378,-0.7780569,-0.08139564,0.1587605,0.08033264,0.9421773,0
68.04018,-1.082441,1.604339,0.2137988,-0.3410538,-0.1572188,0.8883067,0.2643402,-1.197199,0.6384082,-0.06172672,-1.272963,1.553579,-0.01283417,0.28877,0.3411691,-0.8944738,0.01149729,0.4180308,0.1386284,0.7689698,0
68.15129,-1.103058,1.635318,0.1785678,-0.4087883,-0.1667993,0.8483241,0.2922607,-0.2829594,0.2376889,-0.1983821,-1.23975,1.559031,-0.0001452714,0.2494245,0.3080278,-0.9146824,0.07913543,0.2514668,0.0006605648,0.1368259,0
69.20893,-0.2975232,1.63136,-0.2854735,0.4541667,-0.7203925,0.4510395,-0.2670781,0.6736761,-0.2406368,0.9530013,-0.8499748,1.645465,-0.7663915,0.6091555,0.7270273,-0.02174575,0.3160506,-0.9634044,-0.2124215,-0.6618668,0
69.32067,-0.2676896,1.581856,-0.100256,0.3474892,-0.6457543,0.5762022,-0.3608929,0.2571229,-0.333509,1.428725,-1.042428,1.627039,-0.7805826,0.5879225,0.7832552,-0.1496505,0.1358791,-1.674638,-0.0285313,-0.2022753,0
69.43185,-0.3571341,1.528339,0.05585384,0.2078192,-0.5958338,0.6601078,-0.4074936,-0.6442776,-0.4978978,1.259008,-1.205509,1.568325,-0.6694719,0.5613167,0.7698196,-0.2992575,0.05240571,-1.434398,-0.3503574,0.7752345,0
69.54323,-0.5112746,1.46866,0.1675731,0.1518178,-0.4976721,0.799778,-0.2993809,-1.252402,-0.5982166,0.8987066,-1.297084,1.511724,-0.4983624,0.5424383,0.7041762,-0.4576642,0.02097749,-0.8526825,-0.394717,1.297257,0
69.65604,-0.6476341,1.470308,0.2551727,-0.05445069,-0.376026,0.8656629,-0.3259865,-1.068088,-0.1856796,0.6761389,-1.353322,1.482255,-0.2790725,0.5465528,0.5095904,-0.657741,0.0947334,-0.507809,-0.2995492,1.627937,0
69.76604,-0.8425854,1.478046,0.3094389,-0.2315402,-0.2274777,0.9315592,-0.1638308,-1.614904,-0.06739573,0.4297752,-1.369046,1.532093,-0.09666668,0.4323281,0.4108836,-0.8025348,0.01431708,-0.2122784,0.2700786,1.451241,0
69.8775,-1.013363,1.533535,0.3185551,-0.3991049,-0.05815294,0.9149753,-0.01239675,-1.408073,0.4285188,0.09636583,-1.337874,1.592988,0.01473592,0.3908988,0.2910489,-0.8697771,0.07730677,0.1521461,0.3958766,0.9238522,0
69.98846,-1.107345,1.624297,0.2554189,-0.556451,0.06762027,0.7919855,0.2419686,-0.7405083,0.8122194,-0.2366492,-1.329693,1.621973,0.04688064,0.3643855,0.2308409,-0.8965897,0.1003125,0.05505329,0.206643,0.332761,0
70.10002,-1.07169,1.58684,0.2367825,-0.5950592,-0.003471458,0.7836117,0.1784523,0.1450373,-0.2503378,-0.1640612,-1.345606,1.574762,-0.02312302,0.3995271,0.3078676,-0.8626655,0.03746799,-0.1557571,-0.2686494,-0.4591696,0
71.03313,-0.3400549,1.746977,-0.45317,0.3257261,-0.8485043,0.3033059,-0.2862666,0.6318316,0.1404627,0.2081421,-0.5798981,1.740489,-0.6774355,0.41311,0.817473,0.1354603,0.3777944,-0.1601103,0.07341196,-0.5660027,0
71.14451,-0.2564283,1.726367,-0.3400134,0.3649842,-0.7519234,0.3782343,-0.3979152,0.6831864,-0.1279841,0.9589161,-0.6742638,1.735805,-0.7771788,0.4339077,0.8570923,0.04816983,0.2734895,-0.8236935,0.05583092,-0.8418556,0
71.25613,-0.2403658,1.706772,-0.1967255,0.2884576,-0.7193058,0.4271079,-0.4658007,0.2051022,-0.1001013,1.210529,-0.8192763,1.737442,-0.8359156,0.4738551,0.8649855,0.01554659,0.1643768,-1.285863,0.101676,-0.5714065,0
71.36785,-0.2823435,1.699217,-0.07400055,0.2188307,-0.6927205,0.4450197,-0.5236496,-0.2666809,-0.001255795,1.100234,-0.9673854,1.739639,-0.8284454,0.49424,0.8658876,-0.03521541,0.06874198,-1.350126,0.1028654,-0.02478596,0
71.47885,-0.3553742,1.690875,0.02034099,0.1854947,-0.6278017,0.4696764,-0.592335,-0.5969446,-0.07396817,0.9282317,-1.092583,1.731914,-0.76465,0.4867567,0.8676584,-0.09825645,-0.02413227,-1.196798,0.01213416,0.482351,0
71.59046,-0.4393943,1.644625,0.09217435,0.1048267,-0.5646295,0.5556691,-0.6011962,-0.7460569,-0.4478234,0.6205994,-1.186399,1.680984,-0.6570874,0.4772821,0.84553,-0.2209273,-0.09204318,-0.9001583,-0.2924759,0.8456128,0
71.70139,-0.5629321,1.559113,0.1464855,0.01295776,-0.4736521,0.7136989,-0.5158678,-1.12066,-0.8392835,0.3738438,-1.257738,1.606434,-0.5197387,0.4441881,0.7942757,-0.392013,-0.1347174,-0.6719508,-0.4819536,1.081854,0
71.81252,-0.7360328,1.471889,0.1833653,-0.09166171,-0.4137171,0.8096242,-0.4061342,-1.48916,-0.8380891,0.2360024,-1.307449,1.539174,-0.3488916,0.3926923,0.6981328,-0.5594332,-0.2131617,-0.4753262,-0.5296867,1.356181,0
71.9249,-0.950677,1.43114,0.2149764,-0.321862,-0.2644894,0.8616009,-0.2899901,-1.829474,-0.4624431,0.1359443,-1.32151,1.496614,-0.15981,0.3083522,0.5515319,-0.7250069,-0.2740375,-0.1335987,-0.4554377,1.480144,0
72.03604,-1.106144,1.499473,0.1956377,-0.4182951,-0.1497827,0.8930444,-0.07117639,-1.35592,0.4223111,-0.106784,-1.296942,1.517492,-0.03319681,0.2462741,0.4258953,-0.8283932,-0.267819,0.1213943,0.02930719,0.9887487,0
72.14733,-1.07693,1.499574,0.1907223,-0.4329251,-0.1607091,0.8726536,-0.1588209,0.06674726,-0.04973364,0.003193292,-1.280154,1.513464,-0.05470429,0.2242568,0.4947604,-0.7988343,-0.2584276,0.07811243,-0.03149422,-0.03290024,0
73.26163,-0.3093588,1.544584,-0.1799332,0.3004308,-0.6871308,0.5077309,-0.4240305,0.1917114,-0.6212577,1.150963,-0.896017,1.586925,-0.7604914,0.4311182,0.8761,-0.1270285,0.1744981,-1.248454,-0.2124849,-0.4654545,0
73.37292,-0.3501534,1.500991,0.002670851,0.2195242,-0.5838377,0.5720931,-0.5325901,-0.3264158,-0.4031444,1.501792,-1.102533,1.549542,-0.7464202,0.3771815,0.8790392,-0.2846895,-0.06305595,-1.85236,-0.1954611,0.1364517,0
73.48479,-0.4982103,1.456675,0.1390465,0.1253798,-0.4881495,0.6720728,-0.5425017,-1.263716,-0.5499861,1.149456,-1.258032,1.490569,-0.5957178,0.4200795,0.785293,-0.4296136,-0.1492657,-1.419842,-0.3771842,1.122623,0
73.59579,-0.7266375,1.410927,0.2225936,-0.0215527,-0.4022751,0.843857,-0.3544229,-1.94509,-0.5340472,0.6362963,-1.334662,1.460109,-0.3833674,0.4043071,0.6658311,-0.5934001,-0.2026845,-0.7208705,-0.2592132,1.649268,0
73.70723,-0.9781086,1.446979,0.2644082,-0.3016481,-0.1984612,0.9106271,-0.2009474,-2.027673,0.1182356,0.323,-1.338449,1.47113,-0.1773348,0.371997,0.5117223,-0.7418681,-0.2222391,-0.1283078,0.006467015,1.620417,0
73.81863,-1.10956,1.531003,0.2342439,-0.3392407,-0.1443914,0.9295172,-0.008040482,-1.15684,0.5876642,-0.1285323,-1.307461,1.513626,-0.06338448,0.3144882,0.4256726,-0.8247834,-0.1990786,0.2040032,0.2258533,0.9767779,0
73.92933,-1.161783,1.577335,0.2055998,-0.4481979,-0.05725628,0.8710425,0.1926789,-0.4665461,0.4665271,-0.1194295,-1.296059,1.523967,-0.03866134,0.3146349,0.3768485,-0.8600605,-0.138874,0.1134379,0.03702479,0.2721203,0
75.00172,-0.3094787,1.671069,-0.2927059,0.5507907,-0.6313558,0.3441022,-0.4238079,0.335825,-0.3918478,0.6215773,-0.7583233,1.68173,-0.7530993,0.5027879,0.8379433,0.07858587,0.1971792,-0.6700221,-0.2384461,-0.5371947,0
75.11362,-0.317411,1.574282,-0.1582322,0.4503832,-0.620419,0.4679652,-0.4395952,-0.03766831,-0.7898212,1.016294,-0.903819,1.608926,-0.7825812,0.5295705,0.8386372,-0.05789283,0.1135391,-1.214495,-0.4667439,-0.2953442,0
75.22488,-0.3959044,1.466838,0.004225157,0.35867,-0.5556771,0.6323755,-0.4033361,-0.6371135,-0.9689613,1.238748,-1.07568,1.535288,-0.7411059,0.5720949,0.7958546,-0.19463,0.0379753,-1.45669,-0.5026616,0.243358,0
75.33475,-0.5639145,1.401748,0.155787,0.2081652,-0.4863589,0.7736942,-0.3485965,-1.365522,-0.6559871,1.17508,-1.230811,1.478104,-0.6157494,0.5721558,0.7311117,-0.3704446,-0.02973479,-1.318577,-0.4178171,0.923357,0
75.44615,-0.8527207,1.401688,0.2940207,-0.05939123,-0.3155592,0.9174966,-0.2347235,-2.322469,-0.2052425,1.020204,-1.336394,1.45269,-0.4150532,0.5574655,0.630182,-0.5367322,-0.06341536,-0.9547206,-0.1954238,1.521496,0
75.55816,-1.067816,1.524431,0.3117614,-0.2420375,-0.1527944,0.9341012,-0.2133696,-1.749548,0.7201165,0.2505268,-1.378867,1.479176,-0.2081437,0.4774301,0.5113121,-0.7064079,-0.1077422,-0.444216,0.1723119,1.555436,0
75.6693,-1.176993,1.601468,0.2767873,-0.3572903,-0.0814103,0.9233274,-0.1148144,-0.9993598,0.6022741,-0.1615547,-1.368154,1.519068,-0.1106865,0.4705555,0.4780001,-0.7286692,-0.1383277,-0.005454766,0.2963815,0.8711957,0
76.99184,-0.3500103,1.647163,-0.3729152,0.5541404,-0.6875152,0.3635506,-0.2967866,0.4285047,0.02345514,0.4265627,-0.6961744,1.645573,-0.6956738,0.5203341,0.7533535,0.1036441,0.3885471,-0.3081634,0.05391516,-0.5256271,0
77.10329,-0.2981565,1.630908,-0.2735029,0.4938828,-0.6446429,0.4582599,-0.3612662,0.4103417,-0.0637452,0.7938927,-0.7920424,1.650633,-0.7722926,0.5327523,0.8051602,0.05038591,0.2556431,-0.8863002,0.1294208,-0.7025414,0
77.21533,-0.3114972,1.582346,-0.1732652,0.441355,-0.6171532,0.5366185,-0.3692807,-0.07978929,-0.4320965,0.8170437,-0.9169874,1.612196,-0.8009065,0.5588605,0.813084,-0.05303594,0.1541313,-1.075037,-0.214653,-0.3102781,0
77.32638,-0.3582546,1.512752,-0.08479802,0.3988841,-0.5859061,0.6303335,-0.3166784,-0.3790944,-0.5857882,0.7181446,-1.018548,1.563393,-0.767789,0.6007226,0.7745036,-0.1463203,0.1336673,-0.8800794,-0.2985593,0.1667888,0
77.4374,-0.424044,1.458607,4.436541E-05,0.3229313,-0.557067,0.7056415,-0.2957393,-0.5979646,-0.5402367,0.6719388,-1.101948,1.523147,-0.7021049,0.5964125,0.7602646,-0.2371563,0.1002332,-0.7538664,-0.3078501,0.4931765,0
77.54931,-0.5271106,1.4044,0.08234145,0.2390419,-0.5185451,0.7853872,-0.2390335,-0.8700428,-0.5115423,0.6309983,-1.174211,1.47206,-0.5951263,0.5841027,0.7218327,-0.3611438,0.0857714,-0.6075969,-0.374594,0.8357454,0
77.66177,-0.6531477,1.371066,0.1541313,0.1069587,-0.4674033,0.8582162,-0.1831907,-1.029572,-0.3476667,0.5290806,-1.231969,1.433888,-0.4605203,0.5544322,0.6668675,-0.4954191,0.04952381,-0.5285229,-0.2679049,1.028028,0
77.77161,-0.7824135,1.367285,0.1975801,-0.02059169,-0.4224808,0.8990275,-0.1132936,-1.064391,-0.05752531,0.3181776,-1.269124,1.425563,-0.3204271,0.4890374,0.6026456,-0.6303178,-0.01897714,-0.3517201,-0.05458787,1.087823,0
77.88274,-0.9021217,1.389289,0.2208828,-0.131598,-0.3604064,0.9214792,-0.06054147,-1.04257,0.1436355,0.1831861,-1.290728,1.45197,-0.1991541,0.4492695,0.5092528,-0.7326869,-0.04459151,-0.2259324,0.1738406,0.9547089,0
77.99442,-0.999916,1.423205,0.2174919,-0.2126639,-0.3011556,0.9290148,0.03179383,-0.7593551,0.2219249,-0.003160052,-1.298834,1.481121,-0.1340721,0.4293379,0.4512452,-0.7811044,-0.04384828,-0.08917679,0.2024416,0.5498353,0
79.48367,-0.3085744,1.624946,-0.2859238,0.2848921,-0.7405952,0.4279399,-0.4326923,0.3543154,-0.3989952,0.7816356,-0.7883508,1.611311,-0.7333756,0.6057484,0.7189274,-0.01421252,0.3406027,-0.8339856,-0.2603139,-0.495158,0
79.59496,-0.3220132,1.539566,-0.138756,0.06449252,-0.7019574,0.5128735,-0.4899564,-0.1047108,-0.6887026,1.119263,-0.9575464,1.568691,-0.7587817,0.6372845,0.7200001,-0.1437936,0.2340764,-1.423659,-0.2472841,-0.277451,0
79.70648,-0.43833,1.438923,-0.001978929,0.09676182,-0.6155167,0.6791979,-0.3879002,-0.9552059,-0.9261274,1.085999,-1.137063,1.522772,-0.6940616,0.6557859,0.6804292,-0.2867314,0.1573093,-1.529507,-0.279158,0.3877084,0
79.81814,-0.6063997,1.374722,0.1243861,0.05207532,-0.5026002,0.8281955,-0.2424323,-1.43761,-0.6770516,0.9700598,-1.266048,1.493597,-0.5647852,0.6427692,0.622279,-0.4358019,0.09845503,-1.137985,-0.1797849,0.9343774,0
79.9288,-0.7746865,1.368119,0.1901072,-0.09412754,-0.4390496,0.8823014,-0.1411369,-1.420204,-0.1983579,0.5525046,-1.322662,1.47096,-0.4113601,0.5863719,0.5657756,-0.5736611,0.08353915,-0.5412192,-0.1451374,1.182973,0
80.04061,-0.9107726,1.383863,0.183421,-0.3187089,-0.3451326,0.8705667,-0.1463615,-1.118982,0.02222489,0.02149061,-1.318186,1.461066,-0.2713603,0.5116082,0.5155161,-0.6824268,0.08242475,-0.06137641,-0.08535072,1.109936,0
80.15127,-1.002421,1.411769,0.1587784,-0.3474855,-0.3117917,0.8840877,0.0207021,-0.872009,0.2201597,-0.1326349,-1.281211,1.457276,-0.1631112,0.4485509,0.4578442,-0.7564582,0.1301991,0.2464168,-0.06502895,0.8974021,0
80.26394,-1.021899,1.431695,0.142728,-0.3336855,-0.3171617,0.8710363,0.1713426,-0.252088,0.2169532,-0.1534241,-1.249581,1.458209,-0.1273361,0.4140062,0.4319728,-0.7748783,0.2038676,0.2501944,-0.003434895,0.281803,0
80.37483,-0.8871155,1.395898,0.09426362,-0.2699098,-0.4179061,0.8666815,-0.03696337,1.0607,-0.1932353,-0.3824027,-1.194499,1.447467,-0.2598264,0.3192694,0.666582,-0.6630886,0.1185286,0.3696818,-0.0313307,-0.794558,0
80.48594,-0.6704187,1.416792,-0.007916164,-0.08008007,-0.5474826,0.8071908,-0.2056528,1.675095,0.2301056,-0.6761719,-1.07788,1.483117,-0.4195714,0.3032249,0.7820373,-0.4721272,0.2712348,1.041027,0.1973272,-1.086006,0
81.00118,-0.3738687,1.726714,-0.50642,0.6514317,-0.5847998,0.4315933,-0.2176538,0.6230572,0.2878216,-0.2544366,-0.6105776,1.721014,-0.657607,0.6110599,0.6152729,0.2319265,0.4407439,0.3296618,0.3087455,-0.6880493,0
81.11243,-0.2879557,1.7611,-0.4325967,0.5420224,-0.614157,0.4990787,-0.2827426,0.7418641,0.4709482,0.4337956,-0.6631665,1.753562,-0.7558749,0.6305782,0.6689262,0.1854536,0.3471537,-0.4013239,0.3469192,-0.8713118,0
81.2245,-0.2154407,1.769194,-0.2974807,0.5585331,-0.5118636,0.5714222,-0.315457,0.6284504,0.1071815,1.083007,-0.7790599,1.770878,-0.8373435,0.6950052,0.6577608,0.1331182,0.2580659,-0.9609835,0.2872955,-0.7687944,0
81.33535,-0.1988092,1.776285,-0.1531197,0.5066349,-0.4562243,0.6341162,-0.3647973,0.2050218,0.02600321,1.234529,-0.9288022,1.787357,-0.8810515,0.7520438,0.6303701,0.06334712,0.1817985,-1.256056,0.2707676,-0.4201173,0
81.44734,-0.2294663,1.780424,-0.03385627,0.4387818,-0.4296197,0.6761946,-0.4070114,-0.1839849,0.05411683,1.050222,-1.056902,1.806397,-0.8685229,0.7083321,0.6958223,-0.02355277,0.1163714,-1.147266,0.2171961,0.03143728,0
81.55855,-0.2877024,1.780248,0.03902415,0.387188,-0.4000268,0.6948128,-0.4553011,-0.4561594,-0.01393473,0.6865426,-1.143348,1.80008,-0.8226119,0.6928079,0.7132235,-0.07842524,0.0719649,-0.8160672,0.02050537,0.3457835,0
81.66927,-0.3575025,1.749599,0.08294008,0.3618352,-0.3673796,0.7417248,-0.428896,-0.602581,-0.2682439,0.4051372,-1.197634,1.787898,-0.7616817,0.6624117,0.7389725,-0.1199335,0.02731818,-0.5481859,-0.03975832,0.5068952,0
81.78098,-0.4386064,1.714968,0.1101506,0.2787775,-0.3675074,0.7642944,-0.450639,-0.6818609,-0.3183602,0.2254072,-1.222497,1.734396,-0.6723415,0.6447927,0.7376746,-0.191618,0.05797477,-0.2135569,-0.424774,0.7312112,0
81.89207,-0.537128,1.650694,0.1045214,0.1465679,-0.4053541,0.8142739,-0.388798,-0.7869074,-0.5694233,-0.1129705,-1.216211,1.669754,-0.5802445,0.6090755,0.722144,-0.2964618,0.1401623,0.08284289,-0.5066676,0.745878,0
82.00383,-0.6234085,1.59637,0.07171839,0.0247478,-0.4418288,0.853116,-0.2763474,-0.7235823,-0.535348,-0.3223711,-1.177872,1.627912,-0.514058,0.5396377,0.7333363,-0.3496869,0.2207444,0.3834104,-0.4144566,0.6529655,0
82.11497,-0.6487644,1.581149,-0.01321222,-0.08124774,-0.5877651,0.7687961,-0.2385026,-0.2054712,-0.1426459,-0.6076466,-1.090095,1.59942,-0.4759072,0.4848425,0.7372327,-0.3162875,0.3483934,0.8448541,-0.289306,0.4958446,0
82.68739,-0.3421255,1.797733,-0.4184988,0.6470399,-0.5413578,0.4734885,-0.2531399,0.8743025,0.5270121,0.03753529,-0.6126378,1.779845,-0.7039524,0.5924971,0.6370008,0.2365275,0.4327031,0.2085264,0.6129122,-0.9925315,0
82.79683,-0.2571603,1.861876,-0.33341,0.6231428,-0.4820574,0.5087535,-0.3471074,0.7711436,0.5914107,0.6955376,-0.6856679,1.838607,-0.8100689,0.6381879,0.6865174,0.1729133,0.3025081,-0.5946146,0.6166753,-1.00432,0
82.90917,-0.2068212,1.894729,-0.1972343,0.5610199,-0.4076636,0.5855092,-0.4198167,0.4565643,0.3268255,1.11867,-0.8275703,1.872728,-0.8832904,0.6899642,0.6936541,0.1033179,0.1792172,-1.2013,0.453399,-0.7129195,0
83.01958,-0.2205861,1.891857,-0.06894653,0.5090553,-0.3568662,0.6455129,-0.4436465,-0.04743865,-0.01109172,1.074354,-0.981927,1.876338,-0.8990447,0.7012711,0.7073821,-0.00461082,0.08836377,-1.323876,0.2013115,-0.2211758,0
83.13137,-0.2577967,1.872019,0.01126063,0.4678943,-0.3274227,0.6729804,-0.470071,-0.3026749,-0.1644479,0.7658908,-1.099239,1.874825,-0.8715611,0.6767293,0.732047,-0.07643339,0.01739434,-1.069826,0.0956649,0.1853506,0
83.24272,-0.3109907,1.844674,0.05462598,0.4107741,-0.345627,0.6704372,-0.5121725,-0.4495681,-0.1943139,0.4194083,-1.173156,1.858652,-0.8148154,0.6798132,0.7252018,-0.1036431,-0.03456067,-0.7326016,-0.03749292,0.4508255,0
